feature,target,spearman_rho,p_value,n,abs_rho
distance_km,coh_short,-0.19047619047619052,0.6514014957024814,8,0.19047619047619052
area_ha,coh_18-30h (diurnal),-0.1666666666666667,0.693238811728395,8,0.1666666666666667
area_ha,coh_diurnal,-0.1666666666666667,0.693238811728395,8,0.1666666666666667
bbox_fill_ratio,att_18-30h (diurnal),0.1666666666666667,0.693238811728395,8,0.1666666666666667
bbox_fill_ratio,att_diurnal,0.1666666666666667,0.693238811728395,8,0.1666666666666667
bbox_fill_ratio,coh_6-18h,0.1666666666666667,0.693238811728395,8,0.1666666666666667
bbox_fill_ratio,coh_short,0.1666666666666667,0.693238811728395,8,0.1666666666666667
equiv_radius_m,coh_18-30h (diurnal),-0.1666666666666667,0.693238811728395,8,0.1666666666666667
equiv_radius_m,coh_diurnal,-0.1666666666666667,0.693238811728395,8,0.1666666666666667
bbox_fill_ratio,att_2-6h,0.14285714285714288,0.735764859879812,8,0.14285714285714288
compactness_polsby,coh_2-6h,-0.14285714285714288,0.735764859879812,8,0.14285714285714288
core_frac_25,coh_18-30h (diurnal),-0.14285714285714288,0.735764859879812,8,0.14285714285714288
core_frac_25,coh_diurnal,-0.14285714285714288,0.735764859879812,8,0.14285714285714288
core_frac_50,coh_18-30h (diurnal),-0.14285714285714288,0.735764859879812,8,0.14285714285714288
core_frac_50,coh_diurnal,-0.14285714285714288,0.735764859879812,8,0.14285714285714288
distance_km,coh_18-30h (diurnal),-0.14285714285714288,0.735764859879812,8,0.14285714285714288
distance_km,coh_7-14d,-0.14285714285714288,0.735764859879812,8,0.14285714285714288
distance_km,coh_diurnal,-0.14285714285714288,0.735764859879812,8,0.14285714285714288
distance_km,coh_long,-0.14285714285714288,0.735764859879812,8,0.14285714285714288
edge_frac_25,coh_18-30h (diurnal),0.14285714285714288,0.735764859879812,8,0.14285714285714288
edge_frac_25,coh_diurnal,0.14285714285714288,0.735764859879812,8,0.14285714285714288
edge_frac_50,coh_18-30h (diurnal),0.14285714285714288,0.735764859879812,8,0.14285714285714288
edge_frac_50,coh_diurnal,0.14285714285714288,0.735764859879812,8,0.14285714285714288
core_frac_100,att_18-30h (diurnal),0.13638618139749523,0.7474293952265143,8,0.13638618139749523
core_frac_100,att_diurnal,0.13638618139749523,0.7474293952265143,8,0.13638618139749523
edge_frac_100,att_18-30h (diurnal),-0.13638618139749523,0.7474293952265143,8,0.13638618139749523
edge_frac_100,att_diurnal,-0.13638618139749523,0.7474293952265143,8,0.13638618139749523
convexity_fill,att_7-14d,-0.11904761904761905,0.7788857260523797,8,0.11904761904761905
distance_km,coh_2-7d,-0.11904761904761905,0.7788857260523797,8,0.11904761904761905
perimeter_m,att_long,0.11904761904761905,0.7788857260523797,8,0.11904761904761905
perimeter_m,coh_7-14d,0.11904761904761905,0.7788857260523797,8,0.11904761904761905
